index,Ordinary,Adjusted
1,0.00170069020406686,0.00170069020406686
2,0.0169861523588513,0.0169861523588513
3,0.0487795024244473,0.0487795024244473
4,0.00101495286609441,0.00101495286609441
5,2.13371927376436e-06,2.13371927376436e-06
6,0.0238410671255504,0.0238410671255504
7,0.0290236508448007,0.0290236508448007
8,0.000524094030435698,0.000524094030435698
9,0.0206308063962878,0.0206308063962878
10,0.0490750010587668,0.0490750010587668
11,0.0844324186378861,0.0844324186378861
12,0.0448733089379675,0.0448733089379675
13,0.0707380601813626,0.0707380601813626
14,0.0132254165457882,0.0132254165457882
15,0.00337418273033205,0.00337418273033205
16,0.00137382036311147,0.00137382036311147
17,0.00418978647084386,0.00418978647084386
18,2.0132638652192e-05,2.0132638652192e-05
19,0.0231039148262526,0.0231039148262526
20,0.0443991567910049,0.0443991567910049
21,0.00612888209362994,0.00612888209362994
22,0.324413987293981,0.324413987293981
23,0.000649505007707164,0.000649505007707164
24,0.269742455556244,0.269742455556244
25,0.00743829573033676,0.00743829573033676
26,0.000226814888199733,0.000226814888199733
27,0.000989936313956536,0.000989936313956536
28,0.0353446686897629,0.0353446686897629
29,0.112748273865532,0.112748273865532
30,0.000647295415651348,0.000647295415651348
31,0.00347601809367805,0.00347601809367805
32,0.000148281401397146,0.000148281401397146
33,0.000217397342049384,0.000217397342049384
34,0.106034161880561,0.106034161880561
35,0.00307193221701256,0.00307193221701256
36,0.289731457787826,0.289731457787826
37,0.0107829807172139,0.0107829807172139
38,0.00200968634254271,0.00200968634254271
39,3.94090920596402e-06,3.94090920596402e-06
40,0.107515037382073,0.107515037382073
41,0.153017536247282,0.153017536247282
42,0.00378191507207136,0.00378191507207136
43,0.0426781723303998,0.0426781723303998
44,0.0819593285479965,0.0819593285479965
45,0.00600247086708328,0.00600247086708328
46,0.00755992405465586,0.00755992405465586
47,0.0110125715698252,0.0110125715698252
48,0.078647305156514,0.078647305156514
49,0.115121522198146,0.115121522198146
50,0.00878109748179522,0.00878109748179522
51,0.0113171192577388,0.0113171192577388
52,0.285555030620278,0.285555030620278
53,0.0789062347814131,0.0789062347814131
54,0.222141149679351,0.222141149679351
55,0.0556305593171475,0.0556305593171475
56,0.00749170532136267,0.00749170532136267
57,0.00472092379767766,0.00472092379767766
58,0.00513391845352253,0.00513391845352253
59,0.0796393697994755,0.0796393697994755
60,0.200818168662534,0.200818168662534
61,0.0124419634883194,0.0124419634883194
62,0.00730420719285926,0.00730420719285926
63,0.018822838974208,0.018822838974208
64,0.00299458217123785,0.00299458217123785
65,0.0326095342118758,0.0326095342118758
66,0.0233300148827789,0.0233300148827789
67,0.00156860492503237,0.00156860492503237
68,0.0470515581163933,0.0470515581163933
69,0.00783899471317541,0.00783899471317541
70,0.0221019316667472,0.0221019316667472
71,0.0755760721630547,0.0755760721630547
72,0.0226013565252717,0.0226013565252717
73,0.0680213924832837,0.0680213924832837
74,0.00569366885358915,0.00569366885358915
75,0.332506825322727,0.332506825322727
76,0.0124558493760996,0.0124558493760996
77,0.115389349786387,0.115389349786387
78,0.0218016088657456,0.0218016088657456
79,0.0211848671099689,0.0211848671099689
80,0.00588112924419725,0.00588112924419725
81,0.0222209172194465,0.0222209172194465
82,0.0198149418575766,0.0198149418575766
83,0.0407788357251048,0.0407788357251048
84,0.0565585798546778,0.0565585798546778
85,0.175947296883143,0.175947296883143
86,0.000346349063389414,0.000346349063389414
87,0.193681932667109,0.193681932667109
88,0.0019121789768639,0.0019121789768639
89,0.0544485241454432,0.0544485241454432
90,0.0926925164426646,0.0926925164426646
91,0.147220647973496,0.147220647973496
92,0.00623339176289211,0.00623339176289211
93,0.0138798715163302,0.0138798715163302
94,0.0702272190414694,0.0702272190414694
95,0.00580926051104782,0.00580926051104782
96,0.0108415619651139,0.0108415619651139
97,0.0439584278779003,0.0439584278779003
98,0.0338825243551983,0.0338825243551983
99,0.0560751391112192,0.0560751391112192
100,0.0150109434509194,0.0150109434509194
101,0.000666769912386404,0.000666769912386404
102,0.000105929846343446,0.000105929846343446
103,0.0011623140177852,0.0011623140177852
104,0.00281039084447167,0.00281039084447167
105,0.0282858884322418,0.0282858884322418
106,0.00769596466143395,0.00769596466143395
107,0.00577110825737939,0.00577110825737939
108,0.00421847283517319,0.00421847283517319
109,1.60428776672977e-05,1.60428776672977e-05
110,0.0366943800765684,0.0366943800765684
111,0.0679341144708908,0.0679341144708908
112,0.00214425292679357,0.00214425292679357
113,0.00110370534135876,0.00110370534135876
114,0.0365043297263542,0.0365043297263542
