index,Ordinary,Adjusted
1,NaN,0.000238044564728732
2,NaN,0.0295023798707585
3,NaN,0.000717211613352338
4,NaN,0.00633240847057983
5,NaN,0.0407373394219769
6,NaN,0.001640165523407
7,NaN,0.0773980277575375
8,NaN,0.11967299532327
9,NaN,0.0550229241572953
10,NaN,0.0517457683663248
11,NaN,0.0505651236259894
12,NaN,0.0485944214800743
13,NaN,0.0251036145423134
14,NaN,0.0500653247963175
15,NaN,0.000150590015192034
16,NaN,0.00282555794143175
17,NaN,7.02385213610306e-05
18,NaN,0.0837068720001122
19,NaN,0.00249727225018109
20,NaN,0.00143396247872358
21,NaN,0.0334203255580511
22,NaN,0.00400277262582856
23,NaN,0.0485270537049114
24,NaN,0.0165004847930188
25,NaN,0.052497065910528
26,NaN,0.0427951468688825
27,NaN,0.0386377124579888
28,NaN,0.199283379419711
29,NaN,3.70962381425261e-06
30,NaN,0.00176447387845605
31,NaN,0.0156718007518363
32,NaN,0.00107479217844679
33,NaN,0.0494791880678205
34,NaN,0.00247937476237859
35,NaN,0.000910987267445913
36,NaN,0.00641360154082303
37,NaN,0.000752211376341398
38,NaN,0.00338670845010158
39,NaN,0.00142582279272276
40,NaN,0.0112424694736646
41,NaN,0.011049922498834
42,NaN,0.00474750338114147
43,NaN,0.00548932896438059
44,NaN,0.000349633693874385
45,NaN,0.0163877033812635
46,NaN,0.0120211526203389
47,NaN,0.000704437280929131
48,NaN,0.0609981001751472
49,NaN,0.00243056136651833
50,NaN,0.0197170860822122
51,NaN,0.00468162796306922
52,NaN,0.0251045704380548
53,NaN,0.025040121307862
54,NaN,0.0291537150263182
55,NaN,0.00709965209155542
56,NaN,0.0604985344095353
57,NaN,3.88114972886537e-05
58,NaN,0.000738073264122209
59,NaN,0.0455984548044393
60,NaN,0.0285340204258045
61,NaN,0.0113560888884874
62,NaN,0.000183686034823414
63,NaN,0.104451560130702
64,NaN,3.86164176925924e-05
65,NaN,0.000106612722612149
66,NaN,0.0209015823519655
67,NaN,0.153859351216268
68,NaN,0.0281860351474825
69,NaN,0.0412305381471443
70,NaN,0.0481838304384131
71,NaN,0.000227360364584329
72,NaN,0.0375794319674215
73,NaN,0.0873012467856076
74,NaN,0.163448321745086
75,NaN,0.0577157685282876
76,NaN,0.0394249943876151
77,NaN,0.077400920941461
78,NaN,0.0172734569599319
79,NaN,0.0605876526988001
80,NaN,0.0056264984785006
81,NaN,0.034996999273325
82,NaN,0.0166484558881307
83,NaN,0.00848385436285183
84,NaN,0.00234757269831737
85,NaN,0.00725168559167297
86,NaN,0.00438952217966126
87,NaN,0.0199468271729961
88,NaN,0.0565595094775821
89,NaN,0.00844960862401879
90,NaN,0.0515471413416572
91,NaN,0.00298185627582276
92,NaN,0.120147511736113
93,NaN,0.00236749531662637
